File Name	Analysis Name	Plate Id	Position	Sample Name	Gene Name	Cq	Concentration	Call	Excluded	Sample Type	Standard	Cq Mean	Cq Error	Concentration Mean	Concentration Error	Replicate Group	Dye	Edited Call	Slope	EPF	Failure	Notes	Sample Prep Notes	Number
fasciola_823_catepsin.lc96p	Abs Quant		E9	eprs_gene	met3	33.19		Positive	Unchecked	Positive control		33.69	0.707106781186548			E9	SYBR Green I	Unchecked	0.576	2.62285429295418	None			57
fasciola_823_catepsin.lc96p	Abs Quant		E10	eprs_gene	ad1	25.58		Positive	Unchecked	Positive control		25.765	0.261629509039022			E10	SYBR Green I	Unchecked	0.5952	2.72879749203169	None			58
fasciola_823_catepsin.lc96p	Abs Quant		E11	eprs_gene	ad2	25.63		Positive	Unchecked	Positive control		25.71	0.113137084989846			E11	SYBR Green I	Unchecked	0.6376	2.86174259950403	None			59
fasciola_823_catepsin.lc96p	Abs Quant		E12	eprs_gene	ad3	26.22		Positive	Unchecked	Positive control		26.295	0.106066017177982			E12	SYBR Green I	Unchecked	0.6496	2.91357423987208	None			60
fasciola_823_catepsin.lc96p	Abs Quant		F1	eprs_gene	1juv	26.93		Positive	Unchecked	Positive control		26.87	0.0848528137423877			E1	SYBR Green I	Unchecked	0.6496	2.88763250787845	None			61
fasciola_823_catepsin.lc96p	Abs Quant		F2	eprs_gene	2juv	26.47		Positive	Unchecked	Positive control		26.45	0.0282842712474613			E2	SYBR Green I	Unchecked	0.6704	2.96735318258879	None			62
fasciola_823_catepsin.lc96p	Abs Quant		F3	eprs_gene	3juv			Negative	Unchecked	Positive control						E3	SYBR Green I	Unchecked	0.0629	0.500451213242275	Pos Ctrl is negative, Replicate group contains positives and negatives.			63
fasciola_823_catepsin.lc96p	Abs Quant		F4	eprs_gene	egg1	30.35		Positive	Unchecked	Positive control		30.205	0.205060966544102			E4	SYBR Green I	Unchecked	0.6086	2.73380290219412	None			64
fasciola_823_catepsin.lc96p	Abs Quant		F5	eprs_gene	egg2	30.53		Positive	Unchecked	Positive control		30.585	0.0777817459305198			E5	SYBR Green I	Unchecked	0.6163	2.75288568827037	None			65
fasciola_823_catepsin.lc96p	Abs Quant		F6	eprs_gene	egg3	33		Positive	Unchecked	Positive control		32.915	0.120208152801714			E6	SYBR Green I	Unchecked	0.6154	2.71048800314678	None			66
fasciola_823_catepsin.lc96p	Abs Quant		F7	eprs_gene	met1	33.6		Positive	Unchecked	Positive control		34.365	1.08187337521542			E7	SYBR Green I	Unchecked	0.5458	2.48839161781818	None			67
fasciola_823_catepsin.lc96p	Abs Quant		F8	eprs_gene	met2	34.14		Positive	Unchecked	Positive control		33.98	0.226274169979693			E8	SYBR Green I	Unchecked	0.5899	2.58137377205278	None			68
fasciola_823_catepsin.lc96p	Abs Quant		F9	eprs_gene	met3	34.19		Positive	Unchecked	Positive control		33.69	0.707106781186548			E9	SYBR Green I	Unchecked	0.544	2.50501938294222	None			69
fasciola_823_catepsin.lc96p	Abs Quant		F10	eprs_gene	ad1	25.95		Positive	Unchecked	Positive control		25.765	0.261629509039022			E10	SYBR Green I	Unchecked	0.5643	2.60806904470461	None			70
fasciola_823_catepsin.lc96p	Abs Quant		F11	eprs_gene	ad2	25.79		Positive	Unchecked	Positive control		25.71	0.113137084989846			E11	SYBR Green I	Unchecked	0.6228	2.80582502833495	None			71
fasciola_823_catepsin.lc96p	Abs Quant		F12	eprs_gene	ad3	26.37		Positive	Unchecked	Positive control		26.295	0.106066017177982			E12	SYBR Green I	Unchecked	0.6303	2.80784457108217	None			72
fasciola_823_catepsin.lc96p	Abs Quant		G1	eprs_gene	DNA	25.93		Positive	Unchecked	Positive control		25.9766666666667	0.245850410295416			G1	SYBR Green I	Unchecked	0.6527	2.88293580399469	None			73
fasciola_823_catepsin.lc96p	Abs Quant		G2	eprs_gene	DNA	25.88		Positive	Unchecked	Positive control		25.9766666666667	0.245850410295416			G1	SYBR Green I	Unchecked	0.6382	2.87523181287035	None			74
fasciola_823_catepsin.lc96p	Abs Quant		G3	eprs_gene	DNA	25.32		Positive	Unchecked	Positive control		25.9766666666667	0.245850410295416			G1	SYBR Green I	Unchecked	0.6085	2.75466869019912	None			75
fasciola_823_catepsin.lc96p	Abs Quant		G4	eprs_gene	DNA	25.9		Positive	Unchecked	Positive control		25.9766666666667	0.245850410295416			G1	SYBR Green I	Unchecked	0.6297	2.84763186419245	None			76
fasciola_823_catepsin.lc96p	Abs Quant		G5	eprs_gene	DNA	26.05		Positive	Unchecked	Positive control		25.9766666666667	0.245850410295416			G1	SYBR Green I	Unchecked	0.6561	2.89962462275525	None			77
fasciola_823_catepsin.lc96p	Abs Quant		G6	eprs_gene	DNA	26.22		Positive	Unchecked	Positive control		25.9766666666667	0.245850410295416			G1	SYBR Green I	Unchecked	0.6193	2.7913995358372	None			78
fasciola_823_catepsin.lc96p	Abs Quant		G7	eprs_gene	DNA	26.27		Positive	Unchecked	Positive control		25.9766666666667	0.245850410295416			G1	SYBR Green I	Unchecked	0.6059	2.71822035438289	None			79
fasciola_823_catepsin.lc96p	Abs Quant		G8	eprs_gene	DNA	26.11		Positive	Unchecked	Positive control		25.9766666666667	0.245850410295416			G1	SYBR Green I	Unchecked	0.584	2.64608045797779	None			80
fasciola_823_catepsin.lc96p	Abs Quant		G9	eprs_gene	DNA	25.84		Positive	Unchecked	Positive control		25.9766666666667	0.245850410295416			G1	SYBR Green I	Unchecked	0.6412	2.84521013387949	None			81
fasciola_823_catepsin.lc96p	Abs Quant		G10	eprs_gene	DNA	26.09		Positive	Unchecked	Positive control		25.9766666666667	0.245850410295416			G1	SYBR Green I	Unchecked	0.6271	2.78505387571212	None			82
fasciola_823_catepsin.lc96p	Abs Quant		G11	eprs_gene	DNA	26.1		Positive	Unchecked	Positive control		25.9766666666667	0.245850410295416			G1	SYBR Green I	Unchecked	0.6367	2.83315485866782	None			83
fasciola_823_catepsin.lc96p	Abs Quant		G12	eprs_gene	DNA	26.01		Positive	Unchecked	Positive control		25.9766666666667	0.245850410295416			G1	SYBR Green I	Unchecked	0.6155	2.73435430388057	None			84
fasciola_823_catepsin.lc96p	Abs Quant		H1	cat1	None			Negative	Unchecked	Negative control						H1	SYBR Green I	Unchecked	0.0524	0.449831593265277	None			85
fasciola_823_catepsin.lc96p	Abs Quant		H2	cat1	None			Negative	Unchecked	Negative control						H1	SYBR Green I	Unchecked	0.0647	0.366187751170245	None			86
fasciola_823_catepsin.lc96p	Abs Quant		H3	cat1	None			Negative	Unchecked	Negative control						H1	SYBR Green I	Unchecked	0.054	0.471527782784703	None			87
fasciola_823_catepsin.lc96p	Abs Quant		H4	cat1	None			Negative	Unchecked	Negative control						H1	SYBR Green I	Unchecked	0.066	0.389052973758569	None			88
fasciola_823_catepsin.lc96p	Abs Quant		H5	cat1	None			Negative	Unchecked	Negative control						H1	SYBR Green I	Unchecked	0.0757	0.400046704308444	None			89
fasciola_823_catepsin.lc96p	Abs Quant		H6	cat1	None			Negative	Unchecked	Negative control						H1	SYBR Green I	Unchecked	0.0617	0.44051084441144	None			90
fasciola_823_catepsin.lc96p	Abs Quant		H7	cat1	None			Negative	Unchecked	Negative control						H1	SYBR Green I	Unchecked	0.0804	0.426681002248225	None			91
fasciola_823_catepsin.lc96p	Abs Quant		H8	cat1	None			Negative	Unchecked	Negative control						H1	SYBR Green I	Unchecked	0.0559	0.29637364929519	None			92
fasciola_823_catepsin.lc96p	Abs Quant		H9	cat1	None			Negative	Unchecked	Negative control						H1	SYBR Green I	Unchecked	0.0664	0.3743932339328	None			93
fasciola_823_catepsin.lc96p	Abs Quant		H10	cat1	None			Negative	Unchecked	Negative control						H1	SYBR Green I	Unchecked	0.0318	0.383470239401302	None			94
fasciola_823_catepsin.lc96p	Abs Quant		H11	cat1	None			Negative	Unchecked	Negative control						H1	SYBR Green I	Unchecked	0.0524	0.438098828813157	None			95
fasciola_823_catepsin.lc96p	Abs Quant		H12	cat1	None			Negative	Unchecked	Negative control						H1	SYBR Green I	Unchecked	0.0386	0.369026856550902	None			96
