target_id	length	eff_length	est_counts	tpm
rnd-1_family-20#LINE/RTE-BovB	1537	1389.5	3175.18	996.925
rnd-1_family-318#Unknown	74	27.1304	20.3632	327.448
rnd-1_family-415#LTR/Gypsy	1361	1213.5	573.449	206.162
rnd-1_family-398#Unknown	169	43.6505	59.3268	592.947
rnd-1_family-40#Unknown	2438	2290.5	115.262	21.9538
rnd-1_family-394#Unknown	145	26.4974	147.797	2433.41
rnd-1_family-380#Unknown	719	571.57	970.353	740.652
rnd-1_family-109#Unknown	1081	933.503	57.457	26.8523
rnd-1_family-295#Unknown	125	15.5102	70.614	1986.22
rnd-1_family-331#Unknown	109	8.54028	25.457	1300.44
rnd-1_family-189#Unknown	234	98.1538	327.689	1456.49
rnd-1_family-207#LINE/Penelope	708	560.57	43.7652	34.0606
rnd-1_family-375#LTR/Gypsy	947	799.503	56.557	30.8617
rnd-1_family-267#Unknown	455	308.788	839.331	1185.84
rnd-1_family-381#LINE/RTE-BovB	268	128.411	365.631	1242.21
rnd-1_family-315#LINE/RTE-BovB	752	604.57	173.224	125.001
rnd-1_family-103#LINE/CR1	1545	1397.5	65	20.2915
rnd-1_family-175#Unknown	127	16.4063	210.285	5591.82
rnd-1_family-41#LTR/Pao	3081	2933.5	95.8111	14.249
rnd-1_family-178#LINE/CR1	1794	1646.5	189.731	50.2725
rnd-1_family-106#LINE/RTE-BovB	261	122.13	325.106	1161.33
rnd-1_family-84#Unknown	844	696.503	71.4557	44.7577
rnd-1_family-297#Unknown	313	170.301	4784.03	12255.5
rnd-1_family-282#Unknown	749	601.57	843.081	611.416
rnd-1_family-104#Unknown	61	21.9412	0	0
rnd-1_family-258#LTR/Pao	476	329.566	0	0
rnd-1_family-373#LINE/CR1	1050	902.503	19.6762	9.51146
rnd-1_family-384#Unknown	984	836.503	128.14	66.8301
rnd-1_family-132#LTR/Gypsy	2140	1992.5	1411.61	309.079
rnd-1_family-164#LINE/RTE-BovB	605	457.721	182.532	173.977
rnd-1_family-151#Unknown	101	6.19166	27.2887	1922.78
rnd-1_family-14#LTR/Pao	1381	1233.5	180.777	63.9377
rnd-1_family-228#LTR/Gypsy	1309	1161.5	536.919	201.67
rnd-1_family-399#Unknown	85	26.4722	30.3333	499.9
rnd-1_family-107#Unknown	651	503.675	1050.23	909.68
rnd-1_family-159#Unknown	99	5.95	24.1956	1774.08
rnd-1_family-179#Unknown	115	11.1073	126.375	4963.7
rnd-1_family-115#LINE/Penelope	616	468.675	426.286	396.811
rnd-1_family-417#Unknown	341	196.95	160.065	354.562
rnd-1_family-143#LTR/Gypsy	1948	1800.5	2522.69	611.256
rnd-1_family-108#Unknown	872	724.503	263.969	158.952
rnd-1_family-446#Unknown	396	250.439	359	625.383
rnd-1_family-358#Unknown	81	25.4688	0	0
rnd-1_family-298#Unknown	289	147.948	161.618	476.578
rnd-1_family-260#Unknown	267	127.597	80.656	275.771
rnd-1_family-47#Unknown	3122	2974.5	111.736	16.3882
rnd-1_family-32#LTR/Pao	4122	3974.5	118.356	12.9916
rnd-1_family-200#LINE/RTE-BovB	307	164.642	5.77875	15.3125
rnd-1_family-403#Unknown	496	349.362	112.923	141.014
rnd-1_family-120#Unknown	392	246.589	904.92	1601
rnd-1_family-252#Unknown	562	414.984	95.0119	99.8851
rnd-1_family-117#LINE/RTE-BovB	773	625.57	1185.19	826.54
rnd-1_family-142#Unknown	244	106.928	0	0
rnd-1_family-225#Unknown	82	25.697	153.102	2599.27
rnd-1_family-379#Unknown	778	630.57	3.50464	2.42473
rnd-1_family-67#Unknown	1854	1706.5	2193.81	560.85
rnd-1_family-349#LINE/CR1	660	512.624	177.308	150.898
rnd-1_family-44#LTR/Pao	3775	3627.5	427.417	51.4041
rnd-1_family-28#DNA/CMC-EnSpm	499	352.362	117.01	144.873
rnd-1_family-95#Unknown	907	759.503	22.4035	12.8689
rnd-1_family-75#LINE/CR1	2566	2418.5	170.699	30.792
rnd-1_family-193#LTR/Gypsy	1087	939.503	1319.89	612.905
rnd-1_family-96#LTR/Gypsy	2510	2362.5	1582.8	292.285
rnd-1_family-351#LINE/CR1	1031	883.503	9.52775	4.70475
rnd-1_family-98#LTR/Pao	2878	2730.5	57.4862	9.18491
rnd-1_family-77#LINE/CR1	1811	1663.5	47.5002	12.4573
rnd-1_family-196#LTR/Gypsy	1559	1411.5	5674.52	1753.89
rnd-1_family-272#LINE/Rex-Babar	758	610.57	312.3	223.147
rnd-1_family-420#Unknown	118	12.178	71.3137	2554.76
rnd-1_family-304#LTR/Gypsy	386	240.761	0	0
rnd-1_family-79#Unknown	179	51.6829	292.19	2466.45
rnd-1_family-208#LTR/Gypsy	1914	1766.5	1314.19	324.562
rnd-1_family-97#Unknown	209	76.7697	0	0
rnd-1_family-78#LINE/CR1	2376	2228.5	1026.45	200.946
rnd-1_family-51#Unknown	282	141.409	26.4191	81.5072
rnd-1_family-239#LINE/L1	301	159.039	11.4229	31.3347
rnd-1_family-19#LINE/RTE-BovB	747	599.57	403.612	293.683
rnd-1_family-63#Unknown	326	182.57	502.845	1201.59
rnd-1_family-248#Unknown	93	20.7538	27.2567	572.966
rnd-1_family-236#LTR/Gypsy	2123	1975.5	1931.52	426.555
rnd-1_family-165#LINE/CR1	1441	1293.5	290.866	98.1024
rnd-1_family-229#Unknown	120	13.1587	0	0
rnd-1_family-192#SINE/tRNA	323	179.699	83.4429	202.581
rnd-1_family-320#Unknown	729	581.57	42.7728	32.0863
rnd-1_family-454#Unknown	332	188.438	125.714	291.05
rnd-1_family-7#LTR/Pao	2327	2179.5	145.582	29.1409
rnd-1_family-249#Unknown	151	30.4564	25.4245	364.19
rnd-1_family-54#Unknown	1726	1578.5	683	188.768
rnd-1_family-152#LINE/CR1	971	823.503	5.8302	3.08868
rnd-1_family-122#Unknown	383	237.761	73.1162	134.161
rnd-1_family-245#Unknown	51	17.3077	6.61463	166.732
rnd-1_family-364#Unknown	310	167.473	125.103	325.895
rnd-1_family-255#Unknown	451	304.788	285.568	408.758
rnd-1_family-242#Unknown	235	98.9848	149.677	659.691
rnd-1_family-181#Unknown	137	21.8564	220.618	4403.67
rnd-1_family-247#LINE/Penelope	1259	1111.5	432.387	169.713
rnd-1_family-52#LINE/L2	2731	2583.5	56.1839	9.48761
rnd-1_family-312#LINE/CR1	1021	873.503	5.30151	2.64783
rnd-1_family-18#LINE/CR1	1799	1651.5	1859.89	491.317
rnd-1_family-153#Unknown	302	159.974	139.84	381.359
rnd-1_family-339#Unknown	313	170.301	558.018	1429.5
rnd-1_family-43#LINE/RTE-BovB	1147	999.503	201.347	87.8849
rnd-1_family-37#LINE/CR1	2904	2756.5	153.871	24.3529
rnd-1_family-256#LINE/Rex-Babar	718	570.57	657.37	502.637
rnd-1_family-209#Unknown	308	165.575	18.2929	48.1995
rnd-1_family-216#LINE/RTE-BovB	271	131.156	55.5481	184.772
rnd-1_family-172#LINE/RTE-BovB	331	187.477	411.048	956.533
rnd-1_family-11#LINE/CR1	2666	2518.5	1916.49	331.985
rnd-1_family-123#LINE/Penelope	1228	1080.5	76.0277	30.6973
rnd-1_family-110#Unknown	179	51.6829	377.693	3188.2
rnd-1_family-160#Unknown	139	23.0224	9.77759	185.283
rnd-1_family-243#LINE/CR1	1296	1148.5	32.7746	12.4497
rnd-1_family-194#Unknown	189	59.8324	112.3	818.835
rnd-1_family-206#Unknown	125	15.5102	1262	35497.4
rnd-1_family-227#Unknown	105	7.30984	384.786	22965
rnd-1_family-294#LINE/CR1	1206	1058.5	44.9712	18.5352
rnd-1_family-218#Unknown	1549	1401.5	180.101	56.0628
rnd-1_family-433#Unknown	505	358.291	14.9912	18.2539
rnd-1_family-230#LINE/CR1	1901	1753.5	58.9094	14.6566
rnd-1_family-8#LINE/CR1	3578	3430.5	177.465	22.5689
rnd-1_family-135#LINE/RTE-BovB	471	324.566	643.545	865.025
rnd-1_family-342#Unknown	256	117.57	108.654	403.184
rnd-1_family-455#DNA/TcMar-ISRm11	547	400.066	84.7838	92.4561
rnd-1_family-21#LINE/RTE-BovB	1759	1611.5	2522.81	682.98
rnd-1_family-371#Unknown	310	167.473	165.948	432.294
rnd-1_family-76#LINE/CR1	1780	1632.5	79.0628	21.1287
rnd-1_family-368#Unknown	112	9.83665	32.8462	1456.77
rnd-1_family-90#LTR/Gypsy	1935	1787.5	7598.86	1854.62
rnd-1_family-210#LTR/Gypsy	885	737.503	98.4742	58.2522
rnd-1_family-29#LINE/RTE-BovB	222	87.8661	302.804	1503.47
rnd-1_family-6#Satellite	436	289.877	714.228	1074.92
rnd-1_family-212#LINE/Penelope	1189	1041.5	494.281	207.046
rnd-1_family-129#LTR/Pao	1888	1740.5	95.4569	23.9269
rnd-1_family-299#LINE/RTE-BovB	700	552.57	10.0847	7.96209
rnd-1_family-150#LINE/RTE-BovB	234	98.1538	179.215	796.567
rnd-1_family-300#Unknown	348	203.627	38.1311	81.6954
rnd-1_family-290#LINE/RTE-BovB	120	13.1587	239.755	7948.96
rnd-1_family-269#Unknown	471	324.566	34.2151	45.9905
rnd-1_family-324#Unknown	272	132.088	46.2461	152.745
rnd-1_family-419#Unknown	300	158.056	26	71.7658
rnd-1_family-145#Unknown	303	160.942	0	0
rnd-1_family-141#Unknown	62	22.9412	0	0
rnd-1_family-53#Unknown	2046	1898.5	393.935	90.5247
rnd-1_family-124#LINE/Penelope	1884	1736.5	1016.64	255.413
rnd-1_family-46#DNA/CMC-EnSpm	1589	1441.5	131.996	39.9485
rnd-1_family-456#Unknown	289	147.948	80.8367	238.371
rnd-1_family-266#Unknown	212	79.2998	95.996	528.123
rnd-1_family-17#LINE/CR1	2633	2485.5	161.046	28.2676
rnd-1_family-65#Unknown	2521	2373.5	145.756	26.7912
rnd-1_family-211#LINE/CR1	674	526.624	13.3812	11.0854
rnd-1_family-130#LINE/RTE-BovB	356	211.397	85.6275	176.713
rnd-1_family-259#LINE/CR1	1998	1850.5	454.705	107.2
rnd-1_family-101#Unknown	892	744.503	2333.56	1367.43
rnd-1_family-149#Unknown	77	27.92	0	0
rnd-1_family-3#LINE/RTE-BovB	2252	2104.5	4262.88	883.705
rnd-1_family-58#LINE/CR1	2698	2550.5	114.725	19.6239
rnd-1_family-431#LINE/Rex-Babar	468	321.631	116.11	157.495
rnd-1_family-261#Unknown	292	150.718	138.922	402.123
rnd-1_family-69#LINE/CR1	1994	1846.5	12.2623	2.89719
rnd-1_family-146#LINE/RTE-BovB	404	258.21	361.264	610.387
rnd-1_family-176#DNA/MULE-MuDR	2818	2670.5	29.4997	4.81923
rnd-1_family-344#Unknown	73	27.3182	9	143.729
rnd-1_family-118#LINE/Penelope	1470	1322.5	867.16	286.06
rnd-1_family-59#Unknown	1816	1668.5	169.675	44.3656
rnd-1_family-80#Unknown	1667	1519.5	2791.6	801.504
rnd-1_family-83#LINE/Penelope	751	603.57	257.847	186.375
rnd-1_family-26#LINE/RTE-BovB	264	124.859	413.005	1443.07
rnd-1_family-447#Unknown	312	169.404	67	172.546
rnd-1_family-9#LTR/Pao	2025	1877.5	242.996	56.464
rnd-1_family-33#LINE/CR1	1292	1144.5	1784.74	680.318
rnd-1_family-396#LINE/CR1-Zenon	662	514.624	209.017	177.192
rnd-1_family-257#LINE	537	390.105	437.426	489.189
rnd-1_family-332#Unknown	181	53.1422	58.4675	479.986
rnd-1_family-49#LTR/Pao	2989	2841.5	39.9964	6.14083
rnd-1_family-195#Unknown	98	5.89787	147.026	10875.6
rnd-1_family-74#SINE?	327	183.57	72.883	173.212
rnd-1_family-237#Unknown	223	88.664	53.7097	264.277
rnd-1_family-72#SINE?	314	171.249	568.448	1448.16
rnd-1_family-336#Unknown	240	103.465	45	189.747
rnd-1_family-268#Unknown	172	46.0139	0	0
rnd-1_family-434#Unknown	313	170.301	24.1809	61.9456
rnd-1_family-133#LINE/RTE-BovB	293	151.61	27.6262	79.4965
rnd-1_family-57#Unknown	295	153.453	26	73.9181
rnd-1_family-169#Unknown	87	25.1707	29.1123	504.584
rnd-1_family-365#DNA/hAT-Ac	60	20.9412	81.6997	1702.05
rnd-1_family-148#LINE/RTE-BovB	623	475.675	85.3204	78.2522
rnd-1_family-424#LINE/Penelope	472	325.566	99.9034	133.873
rnd-1_family-374#LINE/CR1	599	451.766	71	68.5644
rnd-1_family-400#Simple_repeat	309	166.507	447	1171.19
rnd-1_family-61#Unknown	182	53.97	180.271	1457.23
rnd-1_family-204#LINE/RTE-BovB	203	71.5863	437.894	2668.66
rnd-1_family-407#LINE/Penelope	310	167.473	147	382.936
rnd-1_family-215#Unknown	55	20	49.073	1070.45
rnd-1_family-323#Unknown	69	28.6667	4	60.8747
rnd-1_family-345#LINE/Penelope	439	292.877	7.26247	10.8182
rnd-1_family-234#Unknown	512	365.219	239.411	285.986
rnd-1_family-442#LINE/CR1	253	114.826	61.7056	234.443
rnd-1_family-401#LINE/Rex-Babar	435	288.935	68.5829	103.555
rnd-1_family-445#buffer	223	88.664	63	309.99
rnd-1_family-337#LINE	713	565.57	23	17.7417
rnd-1_family-372#LINE/RTE-BovB	128	16.8113	0	0
rnd-1_family-450#LTR/Gypsy	528	381.144	6.4602	7.39453
rnd-1_family-430#LINE/Rex-Babar	421	275.049	9	14.2754
rnd-1_family-326#Unknown	81	25.4688	0	0
rnd-1_family-319#LINE/CR1	2239	2091.5	171.49	35.7712
rnd-1_family-263#LINE/Penelope	742	594.57	267.061	195.957
rnd-1_family-154#LTR/Gypsy	1869	1721.5	97.8508	24.7976
rnd-1_family-363#Unknown	66	25.6667	51.3112	872.161
rnd-1_family-322#LINE/RTE-BovB	256	117.57	46.3192	171.878
rnd-1_family-251#Unknown	106	7.61082	4	229.289
rnd-1_family-306#LINE/RTE-BovB	79	26.9286	124.095	2010.45
rnd-1_family-418#LTR/Pao	97	6.44818	0.590887	39.978
rnd-1_family-177#LTR/Gypsy	2613	2465.5	1142.78	202.213
rnd-1_family-307#LINE/RTE-BovB	214	81.0514	9	48.4435
rnd-1_family-411#LINE/CR1	776	628.57	95.8553	66.5298
rnd-1_family-114#DNA/CMC-EnSpm	1131	983.503	116.124	51.5109
rnd-1_family-340#RC/Helitron	496	349.362	13.6924	17.0985
rnd-1_family-343#LINE/CR1	1541	1393.5	27.0973	8.48344
rnd-1_family-286#LTR/Gypsy	600	452.766	1.00433	0.967735
rnd-1_family-100#LINE/RTE-BovB	449	302.788	271.698	391.473
rnd-1_family-329#Unknown	56	21	4	83.0988
rnd-1_family-413#Unknown	359	214.29	132	268.736
rnd-1_family-435#LINE/CR1	241	104.321	29	121.278
rnd-1_family-157#LINE/RTE-BovB	167	42.105	369.413	3827.65
rnd-1_family-274#LINE/CR1	1179	1031.5	3.24355	1.37184
rnd-1_family-458#Unknown	188	58.9364	61	451.544
rnd-1_family-459#LINE/CR1-Zenon	493	346.397	127.845	161.014
rnd-1_family-296#LINE/Penelope	543	396.066	5.73753	6.31992
rnd-1_family-397#LINE/CR1	780	632.57	3.07107	2.11804
rnd-1_family-382#LINE/Penelope	408	262.21	1	1.66381
rnd-1_family-395#LINE/Penelope	660	512.624	120.202	102.298
rnd-1_family-460#Unknown	203	71.5863	26.7219	162.851
rnd-1_family-461#Unknown	167	42.105	32	331.566
rnd-1_family-412#LINE/CR1	764	616.57	81	57.3134
rnd-1_family-273#LINE/CR1	500	353.362	50.0814	61.8316
rnd-1_family-346#LINE/Penelope	188	58.9364	10	74.0236
rnd-1_family-441#LINE/RTE-BovB	239	102.563	13.7014	58.281
rnd-1_family-385#LINE/Penelope	420	274.049	6	9.55164
rnd-1_family-359#LINE	422	276.049	1.13643	1.79601
rnd-1_family-82#LINE/CR1	1646	1498.5	2.1698	0.631706
rnd-1_family-388#LINE/CR1	1038	890.503	6.25794	3.06584
rnd-1_family-283#LINE/RTE-BovB	314	171.249	20.8054	53.0034
rnd-1_family-389#LINE/RTE-BovB	167	42.105	0	0
rnd-1_family-279#LINE/CR1	1161	1013.5	8.3906	3.61179
rnd-1_family-174#LINE/RTE-BovB	560	412.984	8.405	8.87889
rnd-1_family-386#LINE/Penelope	720	572.57	49.1337	37.4373
rnd-1_family-463#Unknown	93	20.7538	87	1828.84
rnd-1_family-317#LINE/RTE-BovB	390	244.687	12.311	21.9501
rnd-1_family-30#LINE/RTE-BovB	909	761.503	27.1538	15.5566
rnd-1_family-303#LINE/RTE-BovB	488	341.431	0	0
rnd-1_family-391#LINE/Penelope	533	386.144	6.18215	6.98464
rnd-1_family-314#LINE/CR1	670	522.624	11.4716	9.57607
rnd-1_family-214#Unknown	83	25.9412	84.1772	1415.66
rnd-1_family-425#LINE/Penelope	218	84.3942	11.6989	60.4762
rnd-1_family-462#Unknown	654	506.675	204.252	175.869
rnd-1_family-161#LINE/CR1	370	225.134	48.6922	94.3567
rnd-1_family-201#LINE/RTE-BovB	73	27.3182	12.6913	202.679
rnd-1_family-91#LINE/RTE-BovB	378	232.903	102.533	192.062
rnd-1_family-429#LINE/Penelope	312	169.404	4	10.3012
rnd-1_family-451#LINE/CR1	1191	1043.5	8.70607	3.63984
rnd-1_family-466#Unknown	124	15.001	49.8784	1450.59
