target_id	length	eff_length	est_counts	tpm
rnd-1_family-39#LINE/CR1	3239	3063.98	489.674	27.3383
rnd-1_family-4#Unknown	2139	1963.98	1690.66	147.255
rnd-1_family-140#Unknown	196	53.0005	826.615	2667.92
rnd-1_family-138#Unknown	320	154.215	168.272	186.653
rnd-1_family-87#Unknown	671	496.289	293.143	101.041
rnd-1_family-246#LTR/Gypsy	1108	932.982	1126.07	206.463
rnd-1_family-362#Unknown	141	20.0683	85.1878	726.135
rnd-1_family-289#Unknown	128	15.1009	2202.82	24953.3
rnd-1_family-277#LTR/Gypsy	535	360.707	2.00345	0.95011
rnd-1_family-12#LTR/Pao	1800	1624.98	5111.22	538.054
rnd-1_family-226#Unknown	301	136.943	265.271	331.362
rnd-1_family-112#Unknown	437	264.22	2997.11	1940.39
rnd-1_family-119#LINE/CR1	1172	996.982	108	18.5305
rnd-1_family-93#LINE/CR1	1821	1645.98	3191.02	331.631
rnd-1_family-24#Unknown	894	719.136	5440.5	1294.13
rnd-1_family-356#Unknown	243	88.0482	81.2631	157.879
rnd-1_family-390#Unknown	217	68.2837	157.15	393.684
rnd-1_family-45#Unknown	848	673.136	1453.34	369.332
rnd-1_family-162#Unknown	171	36.2702	165.845	782.174
rnd-1_family-313#LINE/CR1	677	502.289	1588.46	540.969
rnd-1_family-338#LINE/CR1	884	709.136	953.239	229.945
rnd-1_family-333#LTR/Gypsy	1227	1051.98	12640	2055.37
rnd-1_family-156#Unknown	94	26.4706	156.05	1008.44
rnd-1_family-353#Unknown	422	249.554	1162.5	796.85
rnd-1_family-1#LINE/RTE-BovB	3241	3065.98	10540.9	588.108
rnd-1_family-35#Unknown	2383	2207.98	12721	985.542
rnd-1_family-60#LINE/CR1	1819	1643.98	1442.16	150.061
rnd-1_family-23#Unknown	3227	3051.98	2008.32	112.564
rnd-1_family-271#Unknown	402	230.47	1695	1258.07
rnd-1_family-387#DNA/MULE-MuDR	918	743.136	34.0036	7.82722
rnd-1_family-316#Unknown	225	74.0217	942.976	2179.17
rnd-1_family-31#Unknown	360	190.702	355.108	318.535
rnd-1_family-355#LINE/CR1-Zenon	546	371.634	2153.11	991.064
rnd-1_family-276#LINE/CR1-Zenon	1289	1113.98	2658.73	408.269
rnd-1_family-116#LINE/CR1	2689	2513.98	2390.58	162.664
rnd-1_family-232#LINE/Penelope	526	351.814	1384.18	673.023
rnd-1_family-64#LINE/RTE-BovB	653	478.387	7467.73	2670.3
rnd-1_family-173#LINE/RTE-BovB	288	125.531	1603.12	2184.57
rnd-1_family-55#DNA/hAT-Charlie	441	268.112	536.316	342.18
rnd-1_family-416#Unknown	95	21.8333	226	1770.68
rnd-1_family-158#Unknown	311	146.07	436.902	511.651
rnd-1_family-377#Unknown	545	370.634	3362.22	1551.78
rnd-1_family-113#LINE/RTE-BovB	455	281.863	2517.74	1528
rnd-1_family-125#LTR/Pao	1934	1758.98	2853.65	277.517
rnd-1_family-136#Unknown	110	11.7729	227.88	3311.1
rnd-1_family-321#Unknown	356	186.933	656.674	600.918
rnd-1_family-183#Unknown	168	34.3295	2527.6	12594.8
rnd-1_family-2#LINE/RTE-BovB	1404	1228.98	17820.4	2480.4
rnd-1_family-275#Unknown	56	20.5862	20.686	171.89
rnd-1_family-102#Unknown	168	34.3295	412.585	2055.87
rnd-1_family-219#Unknown	489	315.448	105.394	57.1527
rnd-1_family-405#Unknown	718	543.136	474.563	149.464
rnd-1_family-199#Unknown	71	29.9459	50.444	288.152
rnd-1_family-408#Unknown	190	48.7321	191.167	671.041
rnd-1_family-309#Unknown	57	20.2581	0	0
rnd-1_family-68#DNA/CMC-EnSpm	1936	1760.98	4160.74	404.172
rnd-1_family-131#Unknown	205	59.4979	69.0643	198.565
rnd-1_family-264#Unknown	249	92.9063	3.70975	6.83046
rnd-1_family-127#LINE/RTE-BovB	1529	1353.98	4241.84	535.91
rnd-1_family-134#Unknown	350	181.421	460.8	434.486
rnd-1_family-128#LINE/RTE-BovB	604	429.475	2124.82	846.319
rnd-1_family-56#LINE/RTE-BovB	111	11.7837	1671.06	24258.2
rnd-1_family-92#LINE/CR1	1958	1782.98	2994.9	287.333
rnd-1_family-187#LINE/CR1	1334	1158.98	554.464	81.8366
rnd-1_family-111#LINE/Penelope	962	787.061	3471.63	754.528
rnd-1_family-88#LINE/CR1	1195	1019.98	97.1041	16.2853
rnd-1_family-393#LINE/CR1	2002	1826.98	2963.41	277.465
rnd-1_family-310#Unknown	103	11.7444	103.858	1512.72
rnd-1_family-25#Unknown	665	490.289	129.231	45.0886
rnd-1_family-50#LINE/CR1	2858	2682.98	1666.73	106.267
rnd-1_family-155#Unknown	153	25.9341	147.932	975.755
rnd-1_family-147#LTR/Gypsy	2678	2502.98	28765.9	1965.95
rnd-1_family-13#DNA/CMC-EnSpm	731	556.136	13015.8	4003.52
rnd-1_family-71#LINE/CR1	1167	991.982	1108.09	191.082
rnd-1_family-22#LINE/CR1	2446	2270.98	9824.07	739.994
rnd-1_family-0#LINE/RTE-BovB	1756	1580.98	7741.22	837.593
rnd-1_family-330#Unknown	698	523.136	925.173	302.524
rnd-1_family-281#LINE/CR1	1069	893.982	42.5978	8.15097
rnd-1_family-422#Unknown	61	22.2941	13.8659	106.392
rnd-1_family-16#Unknown	2306	2130.98	14287.7	1146.92
rnd-1_family-357#DNA/CMC-EnSpm	634	459.387	316.606	117.894
rnd-1_family-222#LINE/Penelope	711	536.136	88.1028	28.1103
rnd-1_family-241#Unknown	428	255.402	1307.97	876.042
rnd-1_family-328#Unknown	289	126.37	274.91	372.131
rnd-1_family-99#LINE/RTE-BovB	153	25.9341	701.008	4623.83
rnd-1_family-166#LINE/RTE-BovB	605	430.475	73.5864	29.2416
rnd-1_family-34#LINE/CR1	2418	2242.98	14249.6	1086.75
rnd-1_family-42#Unknown	1397	1221.98	332.483	46.5432
rnd-1_family-354#LINE/Penelope	480	306.511	9.65654	5.38922
rnd-1_family-38#Unknown	168	34.3295	33.8377	168.61
rnd-1_family-182#Unknown	150	24.5333	189.871	1323.89
rnd-1_family-437#Unknown	68	27.75	196.925	1213.92
rnd-1_family-15#Unknown	356	186.933	1688.8	1545.41
rnd-1_family-10#SINE/tRNA	273	112.732	7196.42	10919.9
rnd-1_family-70#LINE/RTE-BovB	759	584.136	1346.3	394.255
rnd-1_family-305#LINE/CR1	683	508.238	701	235.94
rnd-1_family-327#LINE/CR1	1297	1121.98	236.98	36.1307
rnd-1_family-184#LTR/Gypsy	1889	1713.98	9265.3	924.706
rnd-1_family-378#Unknown	166	33.0668	107.822	557.782
rnd-1_family-62#LINE/RTE-BovB	382	211.349	2927.8	2369.69
rnd-1_family-302#Unknown	352	183.141	526.613	491.877
rnd-1_family-224#LINE/Penelope	600	425.517	280.561	112.788
rnd-1_family-36#LINE/RTE-BovB	730	555.136	1621.95	499.793
rnd-1_family-235#Unknown	328	161.268	679	720.233
rnd-1_family-167#LINE/CR1	785	610.136	69.4849	19.4811
rnd-1_family-168#LINE/Penelope	666	491.289	327.508	114.034
rnd-1_family-361#LINE/RTE-BovB	352	183.141	1057.15	987.415
rnd-1_family-137#Unknown	402	230.47	1760.93	1307.01
rnd-1_family-190#LINE/L1-DRE	342	173.983	341.374	335.641
rnd-1_family-198#LINE/CR1	1089	913.982	1775.19	332.245
rnd-1_family-126#Unknown	528	353.779	514.602	248.823
rnd-1_family-284#Unknown	300	136.014	744.552	936.398
rnd-1_family-27#LINE/RTE-BovB	1700	1524.98	8286.3	929.494
rnd-1_family-392#Unknown	156	27.424	38.7691	241.828
rnd-1_family-203#Unknown	329	162.201	380.606	401.397
rnd-1_family-48#DNA/CMC-EnSpm	569	394.558	3973.56	1722.74
rnd-1_family-202#LTR/Pao	1044	868.982	36.0838	7.10316
rnd-1_family-185#Unknown	155	26.883	95.9717	610.684
rnd-1_family-163#LINE/Penelope	1092	916.982	518.077	96.6461
rnd-1_family-301#Unknown	356	186.933	1511.37	1383.04
rnd-1_family-287#Unknown	422	249.554	1174.45	805.047
rnd-1_family-205#LINE/RTE-BovB	241	86.4575	513.117	1015.23
rnd-1_family-85#Unknown	1325	1149.98	2326.16	346.018
rnd-1_family-231#Unknown	512	338.054	278.965	141.161
rnd-1_family-144#LINE/Penelope	1243	1067.98	814.161	130.406
rnd-1_family-20#LINE/RTE-BovB	1537	1361.98	13857	1740.39
rnd-1_family-318#Unknown	74	30.65	45.1422	251.943
rnd-1_family-415#LTR/Gypsy	1361	1185.98	1055.51	152.242
rnd-1_family-398#Unknown	169	35.0202	275.42	1345.32
rnd-1_family-40#Unknown	2438	2262.98	2748.84	207.787
rnd-1_family-394#Unknown	145	21.9497	164.509	1282.07
rnd-1_family-380#Unknown	719	544.136	1806.7	567.976
rnd-1_family-109#Unknown	1081	905.982	265.855	50.1968
rnd-1_family-295#Unknown	125	14.4508	261.657	3097.35
rnd-1_family-331#Unknown	109	11.6299	97.0478	1427.45
rnd-1_family-189#Unknown	234	81.0086	611.215	1290.67
rnd-1_family-207#LINE/Penelope	708	533.136	375.849	120.594
rnd-1_family-375#LTR/Gypsy	947	772.061	203.841	45.1637
rnd-1_family-267#Unknown	455	281.863	2201.15	1335.86
rnd-1_family-381#LINE/RTE-BovB	268	108.332	464.924	734.132
rnd-1_family-315#LINE/RTE-BovB	752	577.136	662.698	196.421
rnd-1_family-103#LINE/CR1	1545	1369.98	1716.93	214.382
rnd-1_family-175#Unknown	127	14.8824	1064.12	12231.3
rnd-1_family-41#LTR/Pao	3081	2905.98	634.041	37.3229
rnd-1_family-178#LINE/CR1	1794	1618.98	1644.33	173.739
rnd-1_family-106#LINE/RTE-BovB	261	102.651	1298.36	2163.64
rnd-1_family-84#Unknown	844	669.136	225.118	57.5503
rnd-1_family-297#Unknown	313	148.024	228.553	264.123
rnd-1_family-282#Unknown	749	574.136	893.136	266.105
rnd-1_family-104#Unknown	61	22.2941	0	0
rnd-1_family-258#LTR/Pao	476	302.572	29.9004	16.9044
rnd-1_family-373#LINE/CR1	1050	874.982	416.026	81.334
rnd-1_family-384#Unknown	984	808.982	1007.17	212.969
rnd-1_family-132#LTR/Gypsy	2140	1964.98	13358.2	1162.9
rnd-1_family-164#LINE/RTE-BovB	605	430.475	831.626	330.469
rnd-1_family-151#Unknown	101	13.1269	45.4937	592.845
rnd-1_family-14#LTR/Pao	1381	1205.98	309.758	43.9372
rnd-1_family-228#LTR/Gypsy	1309	1133.98	2713.9	409.391
rnd-1_family-399#Unknown	85	35.4167	276.684	1336.37
rnd-1_family-107#Unknown	651	476.387	5915.41	2124.1
rnd-1_family-159#Unknown	99	14.5894	469.479	5504.65
rnd-1_family-179#Unknown	115	12.2376	590.514	8254.37
rnd-1_family-115#LINE/Penelope	616	441.431	1402.6	543.528
rnd-1_family-417#Unknown	341	173.143	315.131	311.341
rnd-1_family-143#LTR/Gypsy	1948	1772.98	10885.7	1050.28
rnd-1_family-108#Unknown	872	697.136	1481.83	363.607
rnd-1_family-446#Unknown	396	224.815	292	222.182
rnd-1_family-358#Unknown	81	35.2558	1	4.85199
rnd-1_family-298#Unknown	289	126.37	199.732	270.366
rnd-1_family-260#Unknown	267	107.485	216.254	344.163
rnd-1_family-47#Unknown	3122	2946.98	4213.33	244.568
rnd-1_family-32#LTR/Pao	4122	3946.98	673.173	29.1751
rnd-1_family-200#LINE/RTE-BovB	307	142.342	149.028	179.095
rnd-1_family-403#Unknown	496	322.353	564.121	299.359
rnd-1_family-120#Unknown	392	221.108	3794.38	2935.53
rnd-1_family-252#Unknown	562	387.597	444.68	196.254
rnd-1_family-117#LINE/RTE-BovB	773	598.136	5820.08	1664.48
rnd-1_family-142#Unknown	244	88.7958	1.62569	3.13181
rnd-1_family-225#Unknown	82	35.4545	478.869	2310.44
rnd-1_family-379#Unknown	778	603.136	117.156	33.2278
rnd-1_family-67#Unknown	1854	1678.98	21065.6	2146.24
rnd-1_family-349#LINE/CR1	660	485.387	958.721	337.874
rnd-1_family-44#LTR/Pao	3775	3599.98	3039.04	144.406
rnd-1_family-28#DNA/CMC-EnSpm	499	325.288	433.344	227.885
rnd-1_family-95#Unknown	907	732.136	41.3458	9.6603
rnd-1_family-75#LINE/CR1	2566	2390.98	4442.43	317.83
rnd-1_family-193#LTR/Gypsy	1087	911.982	4075.32	764.409
rnd-1_family-96#LTR/Gypsy	2510	2334.98	6510.68	476.973
rnd-1_family-351#LINE/CR1	1031	855.982	58.8834	11.7673
rnd-1_family-98#LTR/Pao	2878	2702.98	333.806	21.1253
rnd-1_family-77#LINE/CR1	1811	1635.98	843.885	88.2379
rnd-1_family-196#LTR/Gypsy	1559	1383.98	31039.9	3836.54
rnd-1_family-272#LINE/Rex-Babar	758	583.136	635.239	186.345
rnd-1_family-420#Unknown	118	12.5822	291.279	3960.08
rnd-1_family-304#LTR/Gypsy	386	215.263	4.00358	3.18149
rnd-1_family-79#Unknown	179	41.5328	866.424	3568.54
rnd-1_family-208#LTR/Gypsy	1914	1738.98	4396.14	432.441
rnd-1_family-97#Unknown	209	62.4063	20	54.8216
rnd-1_family-78#LINE/CR1	2376	2200.98	10803.2	839.627
rnd-1_family-51#Unknown	282	120.333	62.9829	89.5344
rnd-1_family-239#LINE/L1	301	136.943	40.0163	49.9861
rnd-1_family-19#LINE/RTE-BovB	747	572.136	2151.98	643.414
rnd-1_family-63#Unknown	326	159.467	2217.71	2378.95
rnd-1_family-248#Unknown	93	33.8281	101.533	513.43
rnd-1_family-236#LTR/Gypsy	2123	1947.98	18894.8	1659.24
rnd-1_family-165#LINE/CR1	1441	1265.98	1896.49	256.255
rnd-1_family-229#Unknown	120	12.9851	2	26.3473
rnd-1_family-192#SINE/tRNA	323	156.827	797.093	869.437
rnd-1_family-320#Unknown	729	554.136	855.306	264.032
rnd-1_family-454#Unknown	332	165.032	286.409	296.873
rnd-1_family-7#LTR/Pao	2327	2151.98	981.562	78.0242
rnd-1_family-249#Unknown	151	25.0527	54.2379	370.339
rnd-1_family-54#Unknown	1726	1550.98	4668.96	514.949
rnd-1_family-152#LINE/CR1	971	795.982	99.7391	21.4345
rnd-1_family-122#Unknown	383	212.349	131.912	106.264
rnd-1_family-245#Unknown	51	21.5	21.3852	170.148
rnd-1_family-364#Unknown	310	145.131	273.044	321.828
rnd-1_family-255#Unknown	451	277.947	243.841	150.07
rnd-1_family-242#Unknown	235	81.8373	537.692	1123.91
rnd-1_family-181#Unknown	137	18.2398	301.957	2831.88
rnd-1_family-247#LINE/Penelope	1259	1083.98	1490.48	235.209
rnd-1_family-52#LINE/L2	2731	2555.98	644.312	43.1211
rnd-1_family-312#LINE/CR1	1021	845.982	85.8329	17.3558
rnd-1_family-18#LINE/CR1	1799	1623.98	6362.61	670.2
rnd-1_family-153#Unknown	302	137.798	491.015	609.54
rnd-1_family-339#Unknown	313	148.024	328.457	379.575
rnd-1_family-43#LINE/RTE-BovB	1147	971.982	981.742	172.779
rnd-1_family-37#LINE/CR1	2904	2728.98	4259.73	267.013
rnd-1_family-256#LINE/Rex-Babar	718	543.136	1638.8	516.141
rnd-1_family-209#Unknown	308	143.327	93.6849	111.813
rnd-1_family-216#LINE/RTE-BovB	271	110.951	213.875	329.745
rnd-1_family-172#LINE/RTE-BovB	331	164.083	1585.43	1652.86
rnd-1_family-11#LINE/CR1	2666	2490.98	19952.1	1370.15
rnd-1_family-123#LINE/Penelope	1228	1052.98	314.049	51.0184
rnd-1_family-110#Unknown	179	41.5328	2520.92	10382.9
rnd-1_family-160#Unknown	139	19.1772	10.5521	94.1249
rnd-1_family-243#LINE/CR1	1296	1120.98	375.13	57.2445
rnd-1_family-194#Unknown	189	48.0187	597.907	2129.97
rnd-1_family-206#Unknown	125	14.4508	3542	41928.2
rnd-1_family-227#Unknown	105	11.5963	1970.45	29066.8
rnd-1_family-294#LINE/CR1	1206	1030.98	466.2	77.3521
rnd-1_family-218#Unknown	1549	1373.98	4968.7	618.603
rnd-1_family-433#Unknown	505	331.222	89.6406	46.2952
rnd-1_family-230#LINE/CR1	1901	1725.98	278.629	27.6148
rnd-1_family-8#LINE/CR1	3578	3402.98	2534.45	127.401
rnd-1_family-135#LINE/RTE-BovB	471	297.602	2941.9	1690.99
rnd-1_family-342#Unknown	256	98.6921	228.844	396.65
rnd-1_family-455#DNA/TcMar-ISRm11	547	372.634	415.852	190.9
rnd-1_family-21#LINE/RTE-BovB	1759	1583.98	14248.8	1538.79
rnd-1_family-371#Unknown	310	145.131	0	0
rnd-1_family-76#LINE/CR1	1780	1604.98	2359.67	251.497
rnd-1_family-368#Unknown	112	11.9399	64.2637	920.695
rnd-1_family-90#LTR/Gypsy	1935	1759.98	24405.8	2372.11
rnd-1_family-210#LTR/Gypsy	885	710.136	270.806	65.2331
rnd-1_family-29#LINE/RTE-BovB	222	71.8569	1686.4	4014.6
rnd-1_family-6#Satellite	436	263.22	3441.94	2236.84
rnd-1_family-212#LINE/Penelope	1189	1013.98	1866.71	314.918
rnd-1_family-129#LTR/Pao	1888	1712.98	548.722	54.7962
rnd-1_family-299#LINE/RTE-BovB	700	525.136	125.244	40.7979
rnd-1_family-150#LINE/RTE-BovB	234	81.0086	575.335	1214.9
rnd-1_family-300#Unknown	348	179.476	177.165	168.858
rnd-1_family-290#LINE/RTE-BovB	120	12.9851	1004.98	13239.3
rnd-1_family-269#Unknown	471	297.602	148.035	85.0899
rnd-1_family-324#Unknown	272	111.891	1911.2	2921.88
rnd-1_family-419#Unknown	300	136.014	102	128.282
rnd-1_family-145#Unknown	303	138.74	1.01216	1.24795
rnd-1_family-141#Unknown	62	23.2941	0	0
rnd-1_family-53#Unknown	2046	1870.98	4036.05	369.009
rnd-1_family-124#LINE/Penelope	1884	1708.98	1691.92	169.353
rnd-1_family-46#DNA/CMC-EnSpm	1589	1413.98	2508.35	303.455
rnd-1_family-456#Unknown	289	126.37	289.285	391.589
rnd-1_family-266#Unknown	212	64.6298	99.2468	262.685
rnd-1_family-17#LINE/CR1	2633	2457.98	1509.98	105.086
rnd-1_family-65#Unknown	2521	2345.98	2666.49	194.431
rnd-1_family-211#LINE/CR1	674	499.289	76.5429	26.2243
rnd-1_family-130#LINE/RTE-BovB	356	186.933	1156.94	1058.71
rnd-1_family-259#LINE/CR1	1998	1822.98	2173.21	203.925
rnd-1_family-101#Unknown	892	717.136	30326.9	7233.97
rnd-1_family-149#Unknown	77	32.878	6.06191	31.5394
rnd-1_family-3#LINE/RTE-BovB	2252	2076.98	18223.7	1500.91
rnd-1_family-58#LINE/CR1	2698	2522.98	1931.83	130.98
rnd-1_family-431#LINE/Rex-Babar	468	294.662	384.011	222.931
rnd-1_family-261#Unknown	292	128.828	855.305	1135.69
rnd-1_family-69#LINE/CR1	1994	1818.98	334.701	31.476
rnd-1_family-146#LINE/RTE-BovB	404	232.376	1471.33	1083.1
rnd-1_family-176#DNA/MULE-MuDR	2818	2642.98	500.697	32.4064
rnd-1_family-344#Unknown	73	29.65	22	126.925
rnd-1_family-118#LINE/Penelope	1470	1294.98	985.509	130.181
rnd-1_family-59#Unknown	1816	1640.98	2900.38	302.344
rnd-1_family-80#Unknown	1667	1491.98	17801.8	2041.04
rnd-1_family-83#LINE/Penelope	751	576.136	803.978	238.71
rnd-1_family-26#LINE/RTE-BovB	264	105.056	2228.23	3628.18
rnd-1_family-447#Unknown	312	147.039	121	140.768
rnd-1_family-9#LTR/Pao	2025	1849.98	298.295	27.5822
rnd-1_family-33#LINE/CR1	1292	1116.98	7393.76	1132.32
rnd-1_family-396#LINE/CR1-Zenon	662	487.387	816.896	286.711
rnd-1_family-257#LINE	537	362.671	1354.32	638.791
rnd-1_family-332#Unknown	181	42.679	96.2452	385.759
rnd-1_family-49#LTR/Pao	2989	2813.98	125.145	7.6075
rnd-1_family-195#Unknown	98	16.2601	457.954	4817.8
rnd-1_family-74#SINE?	327	160.367	140.908	150.304
rnd-1_family-237#Unknown	223	72.5333	313.015	738.207
rnd-1_family-72#SINE?	314	148.993	1463.88	1680.7
rnd-1_family-336#Unknown	240	85.6653	242	483.238
rnd-1_family-268#Unknown	172	36.888	21.0641	97.6807
rnd-1_family-434#Unknown	313	148.024	61.3192	70.8624
rnd-1_family-133#LINE/RTE-BovB	293	129.773	247.063	325.666
rnd-1_family-57#Unknown	295	131.58	100.561	130.735
rnd-1_family-169#Unknown	87	33.4259	82.3644	421.509
rnd-1_family-365#DNA/hAT-Ac	60	22.625	232.671	1759.16
rnd-1_family-148#LINE/RTE-BovB	623	448.387	361.462	137.899
rnd-1_family-424#LINE/Penelope	472	298.602	342.9	196.438
rnd-1_family-374#LINE/CR1	599	424.517	268	107.992
rnd-1_family-400#Simple_repeat	309	144.191	438.23	519.892
rnd-1_family-61#Unknown	182	43.3895	1369.98	5401.06
rnd-1_family-204#LINE/RTE-BovB	203	57.9817	2034.24	6001.54
rnd-1_family-407#LINE/Penelope	310	145.131	112	132.011
rnd-1_family-215#Unknown	55	22.72	113.419	853.938
rnd-1_family-323#Unknown	69	28.75	40	237.998
rnd-1_family-345#LINE/Penelope	439	266.22	73.9267	47.502
rnd-1_family-234#Unknown	512	338.054	484.644	245.238
rnd-1_family-442#LINE/CR1	253	96.2045	398.101	707.861
rnd-1_family-401#LINE/Rex-Babar	435	262.246	257.921	168.24
rnd-1_family-445#buffer	223	72.5333	325	766.472
rnd-1_family-337#LINE	713	538.136	76.5368	24.3293
rnd-1_family-372#LINE/RTE-BovB	128	15.1009	8.13618	92.1656
rnd-1_family-450#LTR/Gypsy	528	353.779	26.3628	12.7471
rnd-1_family-430#LINE/Rex-Babar	421	248.58	32	22.0209
rnd-1_family-326#Unknown	81	35.2558	0	0
rnd-1_family-319#LINE/CR1	2239	2063.98	2187.58	181.304
rnd-1_family-263#LINE/Penelope	742	567.136	971.099	292.905
rnd-1_family-154#LTR/Gypsy	1869	1693.98	983.527	99.318
rnd-1_family-363#Unknown	66	27.2941	111.064	696.073
rnd-1_family-322#LINE/RTE-BovB	256	98.6921	213.93	370.8
rnd-1_family-251#Unknown	106	11.6567	10	146.749
rnd-1_family-306#LINE/RTE-BovB	79	34.0714	480.403	2411.94
rnd-1_family-418#LTR/Pao	97	17.2549	19.2921	191.257
rnd-1_family-177#LTR/Gypsy	2613	2437.98	9556.7	670.545
rnd-1_family-307#LINE/RTE-BovB	214	66.0539	54	139.845
rnd-1_family-411#LINE/CR1	776	601.136	380.491	108.274
rnd-1_family-114#DNA/CMC-EnSpm	1131	955.982	2614.37	467.808
rnd-1_family-340#RC/Helitron	496	322.353	100.607	53.3882
rnd-1_family-343#LINE/CR1	1541	1365.98	497.207	62.2649
rnd-1_family-286#LTR/Gypsy	600	425.517	9.05652	3.64078
rnd-1_family-100#LINE/RTE-BovB	449	276.003	1312.49	813.455
rnd-1_family-329#Unknown	56	20.5862	10.047	83.4856
rnd-1_family-413#Unknown	359	189.779	363.984	328.083
rnd-1_family-435#LINE/CR1	241	86.4575	41	81.1207
rnd-1_family-157#LINE/RTE-BovB	167	33.7111	1948.45	9887.07
rnd-1_family-274#LINE/CR1	1179	1003.98	12.5096	2.13142
rnd-1_family-458#Unknown	188	47.3233	220	795.241
rnd-1_family-459#LINE/CR1-Zenon	493	319.385	590.34	316.183
rnd-1_family-296#LINE/Penelope	543	368.671	20.6012	9.55883
rnd-1_family-397#LINE/CR1	780	605.136	37.9302	10.7222
rnd-1_family-382#LINE/Penelope	408	236.14	1.53795	1.1141
rnd-1_family-395#LINE/Penelope	660	485.387	270.56	95.3513
rnd-1_family-460#Unknown	203	57.9817	143.494	423.343
rnd-1_family-461#Unknown	167	33.7111	82	416.094
rnd-1_family-412#LINE/CR1	764	589.136	234	67.944
rnd-1_family-273#LINE/CR1	500	326.288	392.816	205.939
rnd-1_family-346#LINE/Penelope	188	47.3233	52	187.966
rnd-1_family-441#LINE/RTE-BovB	239	84.8225	25.4881	51.4017
rnd-1_family-385#LINE/Penelope	420	247.654	8	5.52579
rnd-1_family-359#LINE	422	249.554	41.2074	28.2462
rnd-1_family-82#LINE/CR1	1646	1470.98	255.261	29.6844
rnd-1_family-388#LINE/CR1	1038	862.982	118.254	23.4404
rnd-1_family-283#LINE/RTE-BovB	314	148.993	123.288	141.549
rnd-1_family-389#LINE/RTE-BovB	167	33.7111	1.96688	9.98054
rnd-1_family-279#LINE/CR1	1161	985.982	48.6673	8.44344
rnd-1_family-174#LINE/RTE-BovB	560	385.597	22.4214	9.94671
rnd-1_family-386#LINE/Penelope	720	545.136	51.7255	16.2312
rnd-1_family-463#Unknown	93	33.8281	181	915.274
rnd-1_family-317#LINE/RTE-BovB	390	219.153	60.2878	47.058
rnd-1_family-30#LINE/RTE-BovB	909	734.136	159.296	37.1177
rnd-1_family-303#LINE/RTE-BovB	488	314.448	6.99479	3.80519
rnd-1_family-391#LINE/Penelope	533	358.743	45	21.4575
rnd-1_family-314#LINE/CR1	670	495.289	78.2803	27.0361
rnd-1_family-214#Unknown	83	35.6667	218.709	1048.95
rnd-1_family-425#LINE/Penelope	218	68.9699	6.60454	16.3807
rnd-1_family-462#Unknown	654	479.387	655.82	234.018
rnd-1_family-161#LINE/CR1	370	200.104	141.655	121.095
rnd-1_family-201#LINE/RTE-BovB	73	29.65	5.41638	31.2489
rnd-1_family-91#LINE/RTE-BovB	378	207.689	319.4	263.07
